Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,9.16,58.59,1,58.59
ep.A.x-10.txt,1.21,445.40,10,44.54
ep.A.x-12.txt,1.22,441.47,12,36.79
ep.A.x-16.txt,0.92,584.95,16,36.56
ep.A.x-2.txt,4.58,117.22,2,58.61
ep.A.x-24.txt,1.03,519.70,24,21.65
ep.A.x-32.txt,0.85,635.25,32,19.85
ep.A.x-4.txt,2.40,223.79,4,55.95
ep.A.x-8.txt,1.67,321.32,8,40.17
