Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.81,103.21,1,103.21
is.A.x-10.txt,0.12,708.99,10,70.90
is.A.x-12.txt,0.12,695.33,12,57.94
is.A.x-16.txt,0.10,848.11,16,53.01
is.A.x-2.txt,0.47,177.78,2,88.89
is.A.x-24.txt,0.12,689.89,24,28.75
is.A.x-32.txt,0.18,457.64,32,14.30
is.A.x-4.txt,0.24,343.55,4,85.89
is.A.x-8.txt,0.17,505.10,8,63.14
