Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.49,1006.53,1,1006.53
cg.A.x-10.txt,0.31,4887.53,10,488.75
cg.A.x-12.txt,0.32,4654.98,12,387.92
cg.A.x-16.txt,0.29,5214.76,16,325.92
cg.A.x-2.txt,0.86,1738.03,2,869.02
cg.A.x-24.txt,0.37,4078.00,24,169.92
cg.A.x-32.txt,0.29,5205.09,32,162.66
cg.A.x-4.txt,0.68,2213.00,4,553.25
cg.A.x-8.txt,0.25,5896.15,8,737.02
