Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,318.92,449.48,1,449.48
cg.C.x-10.txt,59.87,2394.33,10,239.43
cg.C.x-12.txt,60.77,2358.90,12,196.57
cg.C.x-16.txt,63.61,2253.52,16,140.84
cg.C.x-2.txt,179.91,796.76,2,398.38
cg.C.x-24.txt,53.98,2655.35,24,110.64
cg.C.x-32.txt,68.54,2091.41,32,65.36
cg.C.x-4.txt,75.80,1891.25,4,472.81
cg.C.x-8.txt,67.91,2110.91,8,263.86
