Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,36.70,58.52,1,58.52
ep.B.x-10.txt,4.61,466.33,10,46.63
ep.B.x-12.txt,4.60,466.56,12,38.88
ep.B.x-16.txt,3.53,607.76,16,37.99
ep.B.x-2.txt,18.32,117.25,2,58.63
ep.B.x-24.txt,3.08,697.11,24,29.05
ep.B.x-32.txt,2.90,740.62,32,23.14
ep.B.x-4.txt,9.29,231.11,4,57.78
ep.B.x-8.txt,5.10,420.87,8,52.61
