Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,3.41,98.33,1,98.33
is.B.x-10.txt,0.61,546.64,10,54.66
is.B.x-12.txt,0.54,621.95,12,51.83
is.B.x-16.txt,0.43,788.05,16,49.25
is.B.x-2.txt,1.98,169.86,2,84.93
is.B.x-24.txt,0.52,650.44,24,27.10
is.B.x-32.txt,0.53,634.59,32,19.83
is.B.x-4.txt,1.02,329.70,4,82.42
is.B.x-8.txt,0.73,457.79,8,57.22
