Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,146.95,58.46,1,58.46
ep.C.x-10.txt,16.25,528.56,10,52.86
ep.C.x-12.txt,15.74,545.83,12,45.49
ep.C.x-16.txt,13.71,626.66,16,39.17
ep.C.x-2.txt,73.21,117.34,2,58.67
ep.C.x-24.txt,11.30,760.03,24,31.67
ep.C.x-32.txt,10.74,799.55,32,24.99
ep.C.x-4.txt,37.49,229.16,4,57.29
ep.C.x-8.txt,19.68,436.40,8,54.55
