Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,74.55,28.80,1,28.80
ep.B.x-10.txt,7.65,280.81,10,28.08
ep.B.x-12.txt,6.18,347.45,12,28.95
ep.B.x-16.txt,5.62,381.89,16,23.87
ep.B.x-2.txt,36.86,58.26,2,29.13
ep.B.x-24.txt,4.08,526.65,24,21.94
ep.B.x-32.txt,3.76,570.55,32,17.83
ep.B.x-34.txt,3.73,575.08,34,16.91
ep.B.x-4.txt,18.53,115.91,4,28.98
ep.B.x-8.txt,9.37,229.12,8,28.64
