Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,18.68,71.84,1,71.84
is.C.x-10.txt,2.23,602.13,10,60.21
is.C.x-12.txt,1.87,718.68,12,59.89
is.C.x-16.txt,2.01,666.59,16,41.66
is.C.x-2.txt,12.26,109.46,2,54.73
is.C.x-24.txt,1.39,962.66,24,40.11
is.C.x-32.txt,1.12,1193.57,32,37.30
is.C.x-34.txt,1.46,921.33,34,27.10
is.C.x-4.txt,5.80,231.44,4,57.86
is.C.x-8.txt,2.75,488.10,8,61.01
