Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.99,84.79,1,84.79
is.A.x-10.txt,0.13,661.13,10,66.11
is.A.x-12.txt,0.10,799.58,12,66.63
is.A.x-16.txt,0.10,841.44,16,52.59
is.A.x-2.txt,0.60,139.30,2,69.65
is.A.x-24.txt,0.07,1176.40,24,49.02
is.A.x-32.txt,0.07,1142.17,32,35.69
is.A.x-34.txt,0.09,938.32,34,27.60
is.A.x-4.txt,0.30,277.48,4,69.37
is.A.x-8.txt,0.15,556.05,8,69.51
