Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,336.85,25.50,1,25.50
ep.C.x-10.txt,34.09,251.99,10,25.20
ep.C.x-12.txt,29.94,286.88,12,23.91
ep.C.x-16.txt,27.50,312.32,16,19.52
ep.C.x-2.txt,168.50,50.98,2,25.49
ep.C.x-24.txt,21.43,400.77,24,16.70
ep.C.x-32.txt,20.48,419.46,32,13.11
ep.C.x-4.txt,84.34,101.85,4,25.46
ep.C.x-8.txt,42.20,203.54,8,25.44
