Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,262.30,546.51,1,546.51
cg.C.x-10.txt,56.90,2519.47,10,251.95
cg.C.x-12.txt,59.23,2420.38,12,201.70
cg.C.x-16.txt,61.71,2322.89,16,145.18
cg.C.x-2.txt,133.99,1069.85,2,534.92
cg.C.x-24.txt,54.50,2630.09,24,109.59
cg.C.x-32.txt,62.77,2283.74,32,71.37
cg.C.x-4.txt,76.33,1878.06,4,469.52
cg.C.x-8.txt,58.47,2451.51,8,306.44
