Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,76.59,28.04,1,28.04
ep.B.x-10.txt,8.86,242.35,10,24.23
ep.B.x-12.txt,7.60,282.39,12,23.53
ep.B.x-16.txt,7.36,291.71,16,18.23
ep.B.x-2.txt,38.32,56.03,2,28.02
ep.B.x-24.txt,5.62,382.41,24,15.93
ep.B.x-32.txt,5.42,396.30,32,12.38
ep.B.x-4.txt,19.41,110.62,4,27.66
ep.B.x-8.txt,10.48,205.00,8,25.63
