Ficheiro,Tempo,Mop's
cg.A.x.txt,3.75,398.75
cg.B.x.txt,230.89,236.94
cg.C.x.txt,442.85,323.70
ep.A.x.txt,26.32,20.40
ep.B.x.txt,105.13,20.43
ep.C.x.txt,420.60,20.42
is.A.x.txt,1.39,60.28
is.B.x.txt,5.76,58.28
is.C.x.txt,24.74,54.24
