Ficheiro,Tempo,Mop's
cg.A.x.txt,3.69,405.91
cg.B.x.txt,173.95,314.51
cg.C.x.txt,440.71,325.26
ep.A.x.txt,26.30,20.42
ep.B.x.txt,105.26,20.40
ep.C.x.txt,421.10,20.40
is.A.x.txt,1.40,59.93
is.B.x.txt,5.77,58.20
is.C.x.txt,24.76,54.20
