Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,19.10,28.11,1,28.11
ep.A.x-10.txt,2.63,203.97,10,20.40
ep.A.x-12.txt,2.30,233.38,12,19.45
ep.A.x-16.txt,1.78,302.34,16,18.90
ep.A.x-2.txt,9.58,56.04,2,28.02
ep.A.x-24.txt,1.37,390.54,24,16.27
ep.A.x-32.txt,1.42,377.48,32,11.80
ep.A.x-4.txt,4.83,111.10,4,27.78
ep.A.x-8.txt,3.36,159.71,8,19.96
