Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,367.94,389.60,1,389.60
cg.C.x-10.txt,57.09,2511.10,10,251.11
cg.C.x-12.txt,74.88,1914.36,12,159.53
cg.C.x-16.txt,62.91,2278.50,16,142.41
cg.C.x-2.txt,132.63,1080.78,2,540.39
cg.C.x-24.txt,54.50,2630.29,24,109.60
cg.C.x-32.txt,62.93,2277.82,32,71.18
cg.C.x-4.txt,81.54,1757.92,4,439.48
cg.C.x-8.txt,58.38,2455.57,8,306.95
