Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,100.89,542.27,1,542.27
cg.B.x-10.txt,12.56,4356.64,10,435.66
cg.B.x-12.txt,12.48,4384.01,12,365.33
cg.B.x-16.txt,10.34,5288.84,16,330.55
cg.B.x-2.txt,59.89,913.52,2,456.76
cg.B.x-24.txt,10.72,5104.86,24,212.70
cg.B.x-32.txt,8.70,6284.78,32,196.40
cg.B.x-34.txt,12.31,4442.51,34,130.66
cg.B.x-4.txt,31.53,1735.07,4,433.77
cg.B.x-8.txt,15.68,3488.74,8,436.09
