Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,18.47,29.06,1,29.06
ep.A.x-10.txt,1.85,290.83,10,29.08
ep.A.x-12.txt,2.05,262.33,12,21.86
ep.A.x-16.txt,1.53,350.25,16,21.89
ep.A.x-2.txt,9.34,57.45,2,28.73
ep.A.x-24.txt,1.07,501.68,24,20.90
ep.A.x-32.txt,1.06,508.49,32,15.89
ep.A.x-34.txt,1.11,483.85,34,14.23
ep.A.x-4.txt,4.62,116.30,4,29.07
ep.A.x-8.txt,2.31,232.42,8,29.05
