Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,4.15,80.76,1,80.76
is.B.x-10.txt,0.51,662.98,10,66.30
is.B.x-12.txt,0.42,794.26,12,66.19
is.B.x-16.txt,0.45,744.82,16,46.55
is.B.x-2.txt,2.47,135.81,2,67.90
is.B.x-24.txt,0.31,1071.32,24,44.64
is.B.x-32.txt,0.25,1344.90,32,42.03
is.B.x-34.txt,0.34,991.72,34,29.17
is.B.x-4.txt,1.23,273.44,4,68.36
is.B.x-8.txt,0.62,542.84,8,67.85
