Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.52,983.04,1,983.04
cg.A.x-10.txt,0.12,12728.79,10,1272.88
cg.A.x-12.txt,0.10,14802.21,12,1233.52
cg.A.x-16.txt,0.14,10877.57,16,679.85
cg.A.x-2.txt,0.61,2453.68,2,1226.84
cg.A.x-24.txt,0.10,14674.39,24,611.43
cg.A.x-32.txt,0.86,1732.88,32,54.15
cg.A.x-34.txt,0.25,6021.50,34,177.10
cg.A.x-4.txt,0.28,5355.17,4,1338.79
cg.A.x-8.txt,0.15,10159.52,8,1269.94
