Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.B.x-1.txt,100.26,545.69,1,545.69
cg.B.x-10.txt,12.58,4347.90,10,434.79
cg.B.x-12.txt,10.96,4990.07,12,415.84
cg.B.x-16.txt,12.84,4259.61,16,266.23
cg.B.x-2.txt,72.77,751.78,2,375.89
cg.B.x-24.txt,10.64,5141.94,24,214.25
cg.B.x-32.txt,8.94,6120.09,32,191.25
cg.B.x-34.txt,12.12,4512.88,34,132.73
cg.B.x-4.txt,29.22,1872.54,4,468.14
cg.B.x-8.txt,15.38,3556.72,8,444.59
