Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,18.72,71.70,1,71.70
is.C.x-10.txt,2.22,605.35,10,60.54
is.C.x-12.txt,1.86,720.34,12,60.03
is.C.x-16.txt,1.55,866.47,16,54.15
is.C.x-2.txt,11.44,117.31,2,58.65
is.C.x-24.txt,1.39,966.62,24,40.28
is.C.x-32.txt,1.11,1204.28,32,37.63
is.C.x-34.txt,1.43,938.04,34,27.59
is.C.x-4.txt,5.46,245.82,4,61.46
is.C.x-8.txt,2.77,484.05,8,60.51
