Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.29,1160.50,1,1160.50
cg.A.x-10.txt,0.13,11953.14,10,1195.31
cg.A.x-12.txt,0.18,8252.83,12,687.74
cg.A.x-16.txt,0.14,10820.77,16,676.30
cg.A.x-2.txt,0.60,2485.01,2,1242.51
cg.A.x-24.txt,0.10,15018.83,24,625.78
cg.A.x-32.txt,0.18,8249.14,32,257.79
cg.A.x-34.txt,0.13,11442.39,34,336.54
cg.A.x-4.txt,0.45,3331.29,4,832.82
cg.A.x-8.txt,0.15,10120.79,8,1265.10
