Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.93,89.80,1,89.80
is.A.x-10.txt,0.12,722.18,10,72.22
is.A.x-12.txt,0.10,860.83,12,71.74
is.A.x-16.txt,0.10,879.84,16,54.99
is.A.x-2.txt,0.56,150.79,2,75.40
is.A.x-24.txt,0.07,1208.40,24,50.35
is.A.x-32.txt,0.11,765.70,32,23.93
is.A.x-34.txt,0.10,845.16,34,24.86
is.A.x-4.txt,0.28,301.86,4,75.47
is.A.x-8.txt,0.14,598.32,8,74.79
