Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,3.95,84.99,1,84.99
is.B.x-10.txt,0.57,587.74,10,58.77
is.B.x-12.txt,0.41,810.54,12,67.54
is.B.x-16.txt,0.44,760.68,16,47.54
is.B.x-2.txt,2.33,143.74,2,71.87
is.B.x-24.txt,0.31,1096.93,24,45.71
is.B.x-32.txt,0.25,1325.89,32,41.43
is.B.x-34.txt,0.41,821.89,34,24.17
is.B.x-4.txt,1.23,271.94,4,67.98
is.B.x-8.txt,0.60,562.87,8,70.36
