Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,17.50,76.72,1,76.72
is.C.x-10.txt,2.15,624.42,10,62.44
is.C.x-12.txt,1.80,743.97,12,62.00
is.C.x-16.txt,1.94,693.61,16,43.35
is.C.x-2.txt,10.43,128.68,2,64.34
is.C.x-24.txt,1.36,984.53,24,41.02
is.C.x-32.txt,1.68,800.62,32,25.02
is.C.x-34.txt,1.66,808.47,34,23.78
is.C.x-4.txt,5.22,256.98,4,64.25
is.C.x-8.txt,2.64,508.75,8,63.59
