Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.C.x-1.txt,396.79,361.26,1,361.26
cg.C.x-10.txt,43.11,3325.36,10,332.54
cg.C.x-12.txt,39.41,3637.55,12,303.13
cg.C.x-16.txt,37.57,3815.29,16,238.46
cg.C.x-2.txt,199.77,717.55,2,358.77
cg.C.x-24.txt,30.13,4757.05,24,198.21
cg.C.x-32.txt,35.09,4085.23,32,127.66
cg.C.x-34.txt,35.31,4059.39,34,119.39
cg.C.x-4.txt,104.65,1369.76,4,342.44
cg.C.x-8.txt,43.34,3307.49,8,413.44
