Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.16,1292.97,1,1292.97
cg.A.x-10.txt,0.12,13000.59,10,1300.06
cg.A.x-12.txt,0.10,15081.79,12,1256.82
cg.A.x-16.txt,0.14,10859.24,16,678.70
cg.A.x-2.txt,0.58,2576.04,2,1288.02
cg.A.x-24.txt,0.10,15236.80,24,634.87
cg.A.x-32.txt,1.36,1101.73,32,34.43
cg.A.x-34.txt,0.24,6215.16,34,182.80
cg.A.x-4.txt,0.28,5415.50,4,1353.87
cg.A.x-8.txt,0.14,10555.15,8,1319.39
