Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,73.77,29.11,1,29.11
ep.B.x-10.txt,8.29,258.93,10,25.89
ep.B.x-12.txt,6.32,339.67,12,28.31
ep.B.x-16.txt,5.75,373.67,16,23.35
ep.B.x-2.txt,36.91,58.17,2,29.09
ep.B.x-24.txt,4.09,525.10,24,21.88
ep.B.x-32.txt,3.44,623.99,32,19.50
ep.B.x-34.txt,3.85,558.28,34,16.42
ep.B.x-4.txt,18.44,116.44,4,29.11
ep.B.x-8.txt,9.23,232.78,8,29.10
