Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.98,85.64,1,85.64
is.A.x-10.txt,0.13,666.49,10,66.65
is.A.x-12.txt,0.11,791.49,12,65.96
is.A.x-16.txt,0.10,845.64,16,52.85
is.A.x-2.txt,0.60,140.11,2,70.05
is.A.x-24.txt,0.07,1177.49,24,49.06
is.A.x-32.txt,0.06,1421.03,32,44.41
is.A.x-34.txt,0.09,951.58,34,27.99
is.A.x-4.txt,0.30,277.01,4,69.25
is.A.x-8.txt,0.15,551.73,8,68.97
