Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.B.x-1.txt,3.36,99.75,1,99.75
is.B.x-10.txt,0.60,556.65,10,55.67
is.B.x-12.txt,0.52,646.00,12,53.83
is.B.x-16.txt,0.42,803.70,16,50.23
is.B.x-2.txt,1.96,171.52,2,85.76
is.B.x-24.txt,0.49,688.87,24,28.70
is.B.x-32.txt,0.48,697.33,32,21.79
is.B.x-4.txt,1.00,337.03,4,84.26
is.B.x-8.txt,0.53,638.44,8,79.81
