Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.60,934.88,1,934.88
cg.A.x-10.txt,0.32,4633.16,10,463.32
cg.A.x-12.txt,0.28,5289.10,12,440.76
cg.A.x-16.txt,0.27,5633.88,16,352.12
cg.A.x-2.txt,0.77,1942.52,2,971.26
cg.A.x-24.txt,0.25,5903.52,24,245.98
cg.A.x-32.txt,0.25,6008.55,32,187.77
cg.A.x-4.txt,0.39,3828.35,4,957.09
cg.A.x-8.txt,0.21,7162.53,8,895.32
