Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,10.06,53.39,1,53.39
ep.A.x-10.txt,1.03,521.44,10,52.14
ep.A.x-12.txt,1.22,441.27,12,36.77
ep.A.x-16.txt,0.91,590.79,16,36.92
ep.A.x-2.txt,5.03,106.65,2,53.32
ep.A.x-24.txt,0.91,588.32,24,24.51
ep.A.x-32.txt,0.83,649.83,32,20.31
ep.A.x-4.txt,2.52,212.95,4,53.24
ep.A.x-8.txt,1.38,390.18,8,48.77
