Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,40.43,53.12,1,53.12
ep.B.x-10.txt,4.56,470.91,10,47.09
ep.B.x-12.txt,4.59,468.06,12,39.00
ep.B.x-16.txt,3.65,587.58,16,36.72
ep.B.x-2.txt,23.30,92.18,2,46.09
ep.B.x-24.txt,3.10,693.80,24,28.91
ep.B.x-32.txt,2.89,743.15,32,23.22
ep.B.x-4.txt,10.10,212.53,4,53.13
ep.B.x-8.txt,5.04,425.75,8,53.22
