Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,160.68,53.46,1,53.46
ep.C.x-10.txt,16.67,515.36,10,51.54
ep.C.x-12.txt,14.27,601.76,12,50.15
ep.C.x-16.txt,13.66,628.88,16,39.31
ep.C.x-2.txt,80.60,106.57,2,53.28
ep.C.x-24.txt,9.82,874.91,24,36.45
ep.C.x-32.txt,10.39,826.99,32,25.84
ep.C.x-4.txt,40.37,212.76,4,53.19
ep.C.x-8.txt,20.14,426.58,8,53.32
