Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.C.x-1.txt,15.23,88.11,1,88.11
is.C.x-10.txt,1.93,695.37,10,69.54
is.C.x-12.txt,2.37,566.70,12,47.22
is.C.x-16.txt,1.89,711.44,16,44.46
is.C.x-2.txt,8.68,154.64,2,77.32
is.C.x-24.txt,2.09,641.11,24,26.71
is.C.x-32.txt,2.04,656.71,32,20.52
is.C.x-4.txt,4.41,304.51,4,76.13
is.C.x-8.txt,2.31,581.35,8,72.67
