799739904.0,66818727936.0
833433600.0,66785030144.0
865026048.0,66753437696.0
896356352.0,66722107392.0
929910784.0,66688552960.0
961241088.0,66657222656.0
994795520.0,66623668224.0
1026199552.0,66592256000.0
1059610624.0,66558844928.0
1090940928.0,66527514624.0
1124622336.0,66493833216.0
1156079616.0,66462375936.0
1187536896.0,66430918656.0
1221083136.0,66397372416.0
1252298752.0,66366156800.0
1285726208.0,66332729344.0
1317179392.0,66301276160.0
1871970304.0,65746485248.0
1871716352.0,65746739200.0
1905332224.0,65713123328.0
1905205248.0,65713250304.0
1905078272.0,65713377280.0
1905070080.0,65713385472.0
1905074176.0,65713385472.0
1905070080.0,65713385472.0
1904943104.0,65713512448.0
1904844800.0,65713610752.0
1904717824.0,65713737728.0
1904717824.0,65713737728.0
1904709632.0,65713745920.0
1904717824.0,65713737728.0
1904607232.0,65713848320.0
1904615424.0,65713840128.0
1904513024.0,65713942528.0
1904513024.0,65713942528.0
1904513024.0,65713942528.0
1904513024.0,65713942528.0
1904504832.0,65713942528.0
1904504832.0,65713942528.0
1904504832.0,65713942528.0
,
,
,
,
,
"memory usage",
"used","free"
839794688.0,66778648576.0
873345024.0,66745094144.0
904802304.0,66713636864.0
936632320.0,66681806848.0
970059776.0,66648379392.0
1001644032.0,66616795136.0
1035198464.0,66583240704.0
1066655744.0,66551783424.0
1100193792.0,66518237184.0
1131581440.0,66486849536.0
1165144064.0,66453286912.0
1196728320.0,66421702656.0
1228177408.0,66390253568.0
1261604864.0,66356826112.0
1293062144.0,66325368832.0
1326743552.0,66291687424.0
1358200832.0,66260230144.0
1912872960.0,65705558016.0
1912872960.0,65705558016.0
1946353664.0,65672077312.0
1946361856.0,65672069120.0
1946370048.0,65672060928.0
1946370048.0,65672060928.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
1946320896.0,65672110080.0
,
,
,
,
,
"memory usage",
"used","free"
840069120.0,66778361856.0
873488384.0,66744942592.0
905191424.0,66713239552.0
937029632.0,66681401344.0
970711040.0,66647719936.0
1002172416.0,66616254464.0
1035718656.0,66582708224.0
1066979328.0,66551447552.0
1100652544.0,66517766144.0
1131982848.0,66486435840.0
1165619200.0,66452799488.0
1197076480.0,66421342208.0
1230614528.0,66387804160.0
1261953024.0,66356465664.0
1293537280.0,66324881408.0
1327075328.0,66291343360.0
1358643200.0,66259767296.0
1913307136.0,65705103360.0
1913180160.0,65705230336.0
1946796032.0,65671614464.0
1946796032.0,65671614464.0
1946787840.0,65671622656.0
1946787840.0,65671622656.0
1946796032.0,65671614464.0
1946669056.0,65671741440.0
1946669056.0,65671741440.0
1946669056.0,65671741440.0
1946660864.0,65671749632.0
1946660864.0,65671749632.0
1946660864.0,65671749632.0
1946533888.0,65671876608.0
1946542080.0,65671868416.0
1946542080.0,65671868416.0
1946542080.0,65671868416.0
1946542080.0,65671868416.0
1946550272.0,65671860224.0
1946488832.0,65671921664.0
1946488832.0,65671921664.0
,
,
,
,
,
"memory usage",
"used","free"
814936064.0,66803474432.0
848633856.0,66769776640.0
880218112.0,66738192384.0
911921152.0,66706489344.0
945475584.0,66672934912.0
976928768.0,66641481728.0
1010483200.0,66607927296.0
1041842176.0,66576568320.0
1075507200.0,66542895104.0
1106710528.0,66511691776.0
1140400128.0,66478002176.0
1171853312.0,66446544896.0
1203175424.0,66415222784.0
1236721664.0,66381676544.0
1268305920.0,66350092288.0
1301839872.0,66316558336.0
1333424128.0,66284974080.0
1888088064.0,65730310144.0
1887961088.0,65730437120.0
1921576960.0,65696821248.0
1921576960.0,65696821248.0
1921560576.0,65696837632.0
1921560576.0,65696837632.0
1921560576.0,65696837632.0
1921433600.0,65696964608.0
1921433600.0,65696964608.0
1921441792.0,65696956416.0
1921306624.0,65697091584.0
1921306624.0,65697091584.0
1921306624.0,65697091584.0
1921306624.0,65697091584.0
1921433600.0,65696964608.0
1921433600.0,65696964608.0
1921433600.0,65696964608.0
1921433600.0,65696964608.0
1921441792.0,65696956416.0
1921515520.0,65696874496.0
1921515520.0,65696874496.0
1921523712.0,65696866304.0
1921515520.0,65696874496.0
1921515520.0,65696874496.0
1921523712.0,65696866304.0
1921523712.0,65696866304.0
1921523712.0,65696866304.0
1921523712.0,65696866304.0
,
,
,
,
,
"memory usage",
"used","free"
814993408.0,66803396608.0
837943296.0,66780446720.0
869875712.0,66748514304.0
901341184.0,66717048832.0
934912000.0,66683478016.0
966361088.0,66652028928.0
1000042496.0,66618347520.0
1031499776.0,66586882048.0
1064980480.0,66553397248.0
1096421376.0,66521956352.0
1127886848.0,66490490880.0
1161437184.0,66456940544.0
1193021440.0,66425356288.0
1226448896.0,66391928832.0
1258037248.0,66360340480.0
1289502720.0,66328875008.0
1320820736.0,66297556992.0
1875091456.0,65743286272.0
1875099648.0,65743278080.0
1908600832.0,65709776896.0
1908568064.0,65709809664.0
1908559872.0,65709817856.0
1908559872.0,65709817856.0
1908559872.0,65709817856.0
1908576256.0,65709801472.0
1908576256.0,65709801472.0
1908576256.0,65709801472.0
1908568064.0,65709801472.0
1908568064.0,65709801472.0
1908559872.0,65709809664.0
1908559872.0,65709809664.0
1908559872.0,65709809664.0
1908559872.0,65709809664.0
1908568064.0,65709801472.0
1908568064.0,65709801472.0
1908568064.0,65709801472.0
1908568064.0,65709801472.0
1908441088.0,65709928448.0
