Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.A.x-1.txt,8.65,62.06,1,62.06
ep.A.x-10.txt,0.87,619.67,10,61.97
ep.A.x-12.txt,0.95,565.60,12,47.13
ep.A.x-16.txt,0.75,717.48,16,44.84
ep.A.x-2.txt,4.33,124.00,2,62.00
ep.A.x-24.txt,0.50,1064.36,24,44.35
ep.A.x-32.txt,0.54,987.84,32,30.87
ep.A.x-34.txt,0.61,883.61,34,25.99
ep.A.x-4.txt,2.16,248.43,4,62.11
ep.A.x-8.txt,1.08,496.91,8,62.11
