Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.C.x-1.txt,138.52,62.01,1,62.01
ep.C.x-10.txt,13.83,621.09,10,62.11
ep.C.x-12.txt,11.53,745.31,12,62.11
ep.C.x-16.txt,10.83,793.29,16,49.58
ep.C.x-2.txt,69.08,124.34,2,62.17
ep.C.x-24.txt,7.97,1078.25,24,44.93
ep.C.x-32.txt,7.25,1185.06,32,37.03
ep.C.x-34.txt,7.01,1225.20,34,36.04
ep.C.x-4.txt,34.56,248.55,4,62.14
ep.C.x-8.txt,17.25,497.93,8,62.24
