Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
is.A.x-1.txt,0.93,89.72,1,89.72
is.A.x-10.txt,0.15,562.26,10,56.23
is.A.x-12.txt,0.12,678.68,12,56.56
is.A.x-16.txt,0.10,876.87,16,54.80
is.A.x-2.txt,0.56,150.12,2,75.06
is.A.x-24.txt,0.07,1213.15,24,50.55
is.A.x-32.txt,0.10,800.61,32,25.02
is.A.x-34.txt,0.10,835.07,34,24.56
is.A.x-4.txt,0.28,301.18,4,75.29
is.A.x-8.txt,0.14,586.36,8,73.30
