Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
cg.A.x-1.txt,1.18,1266.49,1,1266.49
cg.A.x-10.txt,0.12,12490.07,10,1249.01
cg.A.x-12.txt,0.12,12835.47,12,1069.62
cg.A.x-16.txt,0.14,10381.35,16,648.83
cg.A.x-2.txt,0.56,2662.59,2,1331.29
cg.A.x-24.txt,0.10,15206.69,24,633.61
cg.A.x-32.txt,0.16,9198.27,32,287.45
cg.A.x-34.txt,0.15,9693.23,34,285.09
cg.A.x-4.txt,0.28,5263.00,4,1315.75
cg.A.x-8.txt,0.26,5689.14,8,711.14
