Ficheiro,Tempo,Mop's Total,Threads,Mop's/Thread
ep.B.x-1.txt,34.54,62.18,1,62.18
ep.B.x-10.txt,3.46,620.28,10,62.03
ep.B.x-12.txt,2.90,740.83,12,61.74
ep.B.x-16.txt,2.98,720.25,16,45.02
ep.B.x-2.txt,17.27,124.32,2,62.16
ep.B.x-24.txt,2.00,1075.63,24,44.82
ep.B.x-32.txt,1.87,1147.13,32,35.85
ep.B.x-34.txt,1.78,1204.59,34,35.43
ep.B.x-4.txt,9.11,235.82,4,58.96
ep.B.x-8.txt,4.36,492.19,8,61.52
